idx,text,all_labels,all_preds,all_fixed_preds,matching_comments
402,"nyaman dan bersih , pelayanan baik , tetapi channel tv cuma ada 8 dan exhaust fan kamar mandi tidak nyala , mohon ditingkatkan .",-,"('channel tv', 'cuma ada 8', 'negatif')","('channel tv', 'cuma ada 8', 'negatif')",No Label Matched
403,"memang diroom berantem , lucu . padahal cuma tidur .",-,"('room', 'berantem', 'negatif')","('diroom', 'berantem', 'negatif')",No Label Matched
404,"pelayanan baik , ramah .",-,"('pelayanan', 'ramah', 'positif')","('pelayanan', 'ramah', 'positif')",No Label Matched
405,"untuk harga murah , worth it . bersih , cukup tenang , mudah ditemukan . dekat alfamidi .",-,"('bersih', 'cukup tenang', 'positif')","('bersih', 'cukup tenang', 'positif')",No Label Matched
405,"untuk harga murah , worth it . bersih , cukup tenang , mudah ditemukan . dekat alfamidi .",-,"('harga', 'mudah ditemukan', 'positif')","('harga', 'mudah ditemukan', 'positif')",No Label Matched
405,"untuk harga murah , worth it . bersih , cukup tenang , mudah ditemukan . dekat alfamidi .",-,"('harga', 'worth it', 'positif')","('harga', 'worth it', 'positif')",No Label Matched
407,"lantai kamar mandi kamar saya agak licin , mohon dibersihkan dengan baik . overall semua sangat baik . terima kasih .","('lantai kamar mandi', 'agak licin', 'negatif')","('lantai kamar mandi kamar', 'agak licin', 'negatif')","('lantai kamar mandi kamar', 'agak licin', 'negatif')",Different Aspect Term
408,"saya menginap di kamar 117 , reviewnya : 1 . bantal keras 2 . biasanya dikasih bantal airy , tetapi ini tidak ada . dikasih dua bantal tambahan sih tetapi tidak dikasih sarung bantalnya 3 . tidak ada termos untuk buat air panas 4 . shower bocor 5 . remote tv tidak berfungsi 6 . kenop pintu kamar mandi macet , jadi tidak bisa ditutup rapat 7 . kamar hanya satu kali dibersihkan .","('bantal airy', 'tidak ada', 'negatif')","('kamar', 'hanya satu kali dibersihkan', 'negatif')","('kamar', 'hanya satu kali dibersihkan', 'negatif')",Subset aspect/sentiment
408,"saya menginap di kamar 117 , reviewnya : 1 . bantal keras 2 . biasanya dikasih bantal airy , tetapi ini tidak ada . dikasih dua bantal tambahan sih tetapi tidak dikasih sarung bantalnya 3 . tidak ada termos untuk buat air panas 4 . shower bocor 5 . remote tv tidak berfungsi 6 . kenop pintu kamar mandi macet , jadi tidak bisa ditutup rapat 7 . kamar hanya satu kali dibersihkan .","('pintu kamar mandi', 'macet', 'negatif')","('kenop pintu kamar mandi', 'macet', 'negatif')","('kenop pintu kamar mandi', 'macet', 'negatif')",Different Aspect Term
408,"saya menginap di kamar 117 , reviewnya : 1 . bantal keras 2 . biasanya dikasih bantal airy , tetapi ini tidak ada . dikasih dua bantal tambahan sih tetapi tidak dikasih sarung bantalnya 3 . tidak ada termos untuk buat air panas 4 . shower bocor 5 . remote tv tidak berfungsi 6 . kenop pintu kamar mandi macet , jadi tidak bisa ditutup rapat 7 . kamar hanya satu kali dibersihkan .","('sarung bantalnya', 'tidak dikasih', 'negatif')","('kenop pintu kamar mandi', 'tidak bisa ditutup rapat', 'negatif')","('kenop pintu kamar mandi', 'tidak bisa ditutup rapat', 'negatif')",Subset aspect/sentiment
413,tidak bisa refund . kamar mandi flush owl nya seperti kopi .,"('flush owl', 'seperti kopi', 'negatif')","('flush owl nya', 'seperti kopi', 'negatif')","('flush owl nya', 'seperti kopi', 'negatif')",Different Aspect Term
413,tidak bisa refund . kamar mandi flush owl nya seperti kopi .,"('refund', 'tidak bisa', 'negatif')","('kamar mandi', 'tidak bisa refund', 'negatif')","('kamar mandi', 'tidak bisa refund', 'negatif')",Subset aspect/sentiment
414,kamarnya berada di lantai 3 . dan air panasnya tidak ada .,-,"('kamarnya', 'tidak ada', 'negatif')","('kamarnya', 'tidak ada', 'negatif')",No Label Matched
415,"kamar sempit , bersih , iya sesuai budget . cs dan pelayanan sangat ramah , letak nya strategis bisa dijangkau kmana saja . terimakasih .","('kamar', 'bersih', 'positif')","('kamar', 'bersih', 'negatif')","('kamar', 'bersih', 'negatif')",Different Polarity
415,"kamar sempit , bersih , iya sesuai budget . cs dan pelayanan sangat ramah , letak nya strategis bisa dijangkau kmana saja . terimakasih .","('kamar', 'sesuai budget', 'positif')",-,-,Not Generated
417,"ada snack gratis . tolong perbaiki lagi fasilitas kamar , shower tidak panas dan ranjang yang berdenyit .","('fasilitas kamar', 'perbaiki lagi', 'negatif')","('fasilitas kamar', 'tolong perbaiki lagi', 'negatif')","('fasilitas kamar', 'tolong perbaiki lagi', 'negatif')",Different Sentiment Term
421,ada bencana tetapi pihak hotel tidak memeberikan toleransi untuk mengubah jadwal menyesal book lewat airy tidak ada kebijakan disaat force mejeur .,"('kebijakan disaat force mejeur', 'tidak ada', 'negatif')","('ada bencana', 'tidak ada toleransi', 'negatif')","('ada bencana', 'tidak ada toleransi', 'negatif')",Subset aspect/sentiment
421,ada bencana tetapi pihak hotel tidak memeberikan toleransi untuk mengubah jadwal menyesal book lewat airy tidak ada kebijakan disaat force mejeur .,"('toleransi', 'tidak', 'negatif')",-,-,Not Generated
424,yang perlu diperbaiki channel tv nya gambarnya kurang bagus kalau bisa sih pakai tv kabel saja he .,"('channel tv nya gambarnya', 'kurang bagus', 'negatif')","('gambarnya', 'kurang bagus', 'negatif')","('gambarnya', 'kurang bagus', 'negatif')",Different Aspect Term
424,yang perlu diperbaiki channel tv nya gambarnya kurang bagus kalau bisa sih pakai tv kabel saja he .,"('channel tv nya gambarnya', 'perlu diperbaiki', 'negatif')","('channel tv nya', 'perlu diperbaiki', 'negatif')","('channel tv nya', 'perlu diperbaiki', 'negatif')",Different Aspect Term
430,tempat nyaman cuma hanya chanel tv tidak komplit kalau komplit bagus nyaman sekalia cuma hanya ada 4 chanel yang ada .,-,"('chanel tv', 'bagus', 'positif')","('chanel tv', 'bagus', 'positif')",No Label Matched
430,tempat nyaman cuma hanya chanel tv tidak komplit kalau komplit bagus nyaman sekalia cuma hanya ada 4 chanel yang ada .,-,"('chanel tv', 'nyaman sekalia', 'positif')","('chanel tv', 'nyaman sekalia', 'positif')",No Label Matched
436,hotel dengan budget standar tetapi fasilitas kamar setara dengan hotelhotel mewah bintang 4 .,"('budget', 'standar', 'positif')","('fasilitas kamar', 'setara', 'positif')","('fasilitas kamar', 'setara', 'positif')",Subset aspect/sentiment
436,hotel dengan budget standar tetapi fasilitas kamar setara dengan hotelhotel mewah bintang 4 .,"('fasilitas', 'mewah', 'positif')",-,-,Not Generated
437,"pelayanan ramah , kamar selalu dibersihkan dan dirapikan setiap hari dengan baik , resepsionis ramah , tempat strategis , dan yang istimewa dapat snack setiap hari . overall bagus .","('kamar', 'dibersihkan', 'positif')","('kamar', 'selalu dibersihkan', 'positif')","('kamar', 'selalu dibersihkan', 'positif')",Different Sentiment Term
440,"kali kedua menginap 2mlm , yang hari kedua tidak diberi air minum dan lainlain ( tehcelup , kopi gula sachet ) , hanya complimentary snack dan toiletries dari airy saja yang diberikan . masa harus mintaminta terus tiap dihr kedua . mohon perhatiannya , kita selalu pgn kembali ke airy makan teman haryono tetapi seperti ini harus cb cara tempat lain saja .","('complimentary snack', 'diberikan', 'positif')",-,-,Not Generated
440,"kali kedua menginap 2mlm , yang hari kedua tidak diberi air minum dan lainlain ( tehcelup , kopi gula sachet ) , hanya complimentary snack dan toiletries dari airy saja yang diberikan . masa harus mintaminta terus tiap dihr kedua . mohon perhatiannya , kita selalu pgn kembali ke airy makan teman haryono tetapi seperti ini harus cb cara tempat lain saja .","('kopi gula sachet', 'tidak diberi', 'negatif')","('complimentary snack', 'tidak diberi', 'negatif')","('complimentary snack', 'tidak diberi', 'negatif')",Different Aspect Term
440,"kali kedua menginap 2mlm , yang hari kedua tidak diberi air minum dan lainlain ( tehcelup , kopi gula sachet ) , hanya complimentary snack dan toiletries dari airy saja yang diberikan . masa harus mintaminta terus tiap dihr kedua . mohon perhatiannya , kita selalu pgn kembali ke airy makan teman haryono tetapi seperti ini harus cb cara tempat lain saja .","('tehcelup', 'tidak diberi', 'negatif')","('toiletries', 'tidak diberikan', 'negatif')","('toiletries', 'tidak diberikan', 'negatif')",No Label Matched
440,"kali kedua menginap 2mlm , yang hari kedua tidak diberi air minum dan lainlain ( tehcelup , kopi gula sachet ) , hanya complimentary snack dan toiletries dari airy saja yang diberikan . masa harus mintaminta terus tiap dihr kedua . mohon perhatiannya , kita selalu pgn kembali ke airy makan teman haryono tetapi seperti ini harus cb cara tempat lain saja .","('toiletries', 'diberikan', 'positif')",-,-,Not Generated
449,"dari fasilitas , saya kecewa karena wifi yang tidak bisa diakses . dan layanan breakfast yang tidak dikonfirmasikan batas waktu , sehingga tidak bisa saya dapatkan karena layanan hanya sampai jam 9.00 .","('breakfast', 'tidak dikonfirmasikan batas waktu', 'negatif')","('layanan breakfast', 'tidak dikonfirmasikan', 'negatif')","('layanan breakfast', 'tidak dikonfirmasikan', 'negatif')",Subset aspect/sentiment
449,"dari fasilitas , saya kecewa karena wifi yang tidak bisa diakses . dan layanan breakfast yang tidak dikonfirmasikan batas waktu , sehingga tidak bisa saya dapatkan karena layanan hanya sampai jam 9.00 .","('fasilitas', 'kecewa', 'negatif')",-,-,Not Generated
452,tempat nyaman walaupun ada bau rokok .,"('tempat', 'ada bau rokok', 'negatif')","('tempat', 'bau rokok', 'negatif')","('tempat', 'bau rokok', 'negatif')",Different Sentiment Term
454,mas penjaga nya ramah dan pelayanan nya sopan .,"('penjaga', 'ramah', 'positif')","('penjaga nya', 'ramah', 'positif')","('penjaga nya', 'ramah', 'positif')",Different Aspect Term
455,"ukuran kamar standar fasilitas lengkap , sauna , fitnes , kolam air panas dan dingin . staf ramah dapat kamar : kamar mandi licin , sepertinya tempat sabun sampo bocor , tetapi tidak diperbaiki , jadi berbahaya kalau tidak hatihati dikamar mandi . air mengenang dikamar mandi ( jika keluar dari kotak shower ) .","('air', 'mengenang', 'negatif')",-,-,Not Generated
455,"ukuran kamar standar fasilitas lengkap , sauna , fitnes , kolam air panas dan dingin . staf ramah dapat kamar : kamar mandi licin , sepertinya tempat sabun sampo bocor , tetapi tidak diperbaiki , jadi berbahaya kalau tidak hatihati dikamar mandi . air mengenang dikamar mandi ( jika keluar dari kotak shower ) .","('dikamar mandi', 'berbahaya', 'negatif')",-,-,Not Generated
455,"ukuran kamar standar fasilitas lengkap , sauna , fitnes , kolam air panas dan dingin . staf ramah dapat kamar : kamar mandi licin , sepertinya tempat sabun sampo bocor , tetapi tidak diperbaiki , jadi berbahaya kalau tidak hatihati dikamar mandi . air mengenang dikamar mandi ( jika keluar dari kotak shower ) .","('staf', 'ramah', 'positif')","('kolam air panas', 'dingin', 'positif')","('kolam air panas', 'dingin', 'positif')",No Label Matched
455,"ukuran kamar standar fasilitas lengkap , sauna , fitnes , kolam air panas dan dingin . staf ramah dapat kamar : kamar mandi licin , sepertinya tempat sabun sampo bocor , tetapi tidak diperbaiki , jadi berbahaya kalau tidak hatihati dikamar mandi . air mengenang dikamar mandi ( jika keluar dari kotak shower ) .","('tempat sabun sampo', 'bocor', 'negatif')","('sauna', 'fitnes', 'positif')","('sauna', 'fitnes', 'positif')",No Label Matched
455,"ukuran kamar standar fasilitas lengkap , sauna , fitnes , kolam air panas dan dingin . staf ramah dapat kamar : kamar mandi licin , sepertinya tempat sabun sampo bocor , tetapi tidak diperbaiki , jadi berbahaya kalau tidak hatihati dikamar mandi . air mengenang dikamar mandi ( jika keluar dari kotak shower ) .","('tempat sabun sampo', 'tidak diperbaiki', 'negatif')",-,-,Not Generated
455,"ukuran kamar standar fasilitas lengkap , sauna , fitnes , kolam air panas dan dingin . staf ramah dapat kamar : kamar mandi licin , sepertinya tempat sabun sampo bocor , tetapi tidak diperbaiki , jadi berbahaya kalau tidak hatihati dikamar mandi . air mengenang dikamar mandi ( jika keluar dari kotak shower ) .","('ukuran kamar', 'standar', 'positif')","('ukuran kamar', 'standar', 'netral')","('ukuran kamar', 'standar', 'netral')",Different Polarity
460,"kamarnya bersih , pelayanan bagus . cuma lampu ada yang mati jadi agak gelap di sekitar tempat tidur . tempat sabun sampo juga tidak berfungsi di kamar mandi . harap ditingkatkan .","('sekitar tempat tidur', 'agak gelap', 'negatif')","('kamar mandi', 'harap ditingkatkan', 'negatif')","('kamar mandi', 'harap ditingkatkan', 'negatif')",Subset aspect/sentiment
460,"kamarnya bersih , pelayanan bagus . cuma lampu ada yang mati jadi agak gelap di sekitar tempat tidur . tempat sabun sampo juga tidak berfungsi di kamar mandi . harap ditingkatkan .","('tempat sabun sampo', 'tidak berfungsi', 'negatif')","('tempat sabun', 'tidak berfungsi', 'negatif')","('tempat sabun', 'tidak berfungsi', 'negatif')",Different Aspect Term
461,kamarnya terlalu sederhana . makan sarapan paginya tidak enak . pelayanan kurang . tempat makan kurang nyaman .,"('sarapan', 'tidak enak', 'negatif')","('makan sarapan paginya', 'tidak enak', 'negatif')","('makan sarapan paginya', 'tidak enak', 'negatif')",Different Aspect Term
462,"sungguh sangat mengecewakan . saya sangat tidak recommended buat menginap di airy room ini . saya menyesal sudah langsung bayar buat 2 malam , karena saya hanya menginap semalam saja karena sudah trauma , dan tidak mendapat solusi apa pun dari pihak hotelnya .","('menginap', 'sangat tidak recommended', 'negatif')","('hotelnya', 'sangat tidak recommended', 'negatif')","('hotelnya', 'sangat tidak recommended', 'negatif')",Different Aspect Term
462,"sungguh sangat mengecewakan . saya sangat tidak recommended buat menginap di airy room ini . saya menyesal sudah langsung bayar buat 2 malam , karena saya hanya menginap semalam saja karena sudah trauma , dan tidak mendapat solusi apa pun dari pihak hotelnya .","('menginap', 'trauma', 'negatif')",-,-,Not Generated
462,"sungguh sangat mengecewakan . saya sangat tidak recommended buat menginap di airy room ini . saya menyesal sudah langsung bayar buat 2 malam , karena saya hanya menginap semalam saja karena sudah trauma , dan tidak mendapat solusi apa pun dari pihak hotelnya .","('solusi', 'tidak mendapat', 'negatif')",-,-,Not Generated
471,sebenarnya tidak jadi di airy cabang setiabudi karena overbooking . tetapi pihak airy cekatan dalam mem .,-,"('pihak airy', 'cekatan', 'positif')","('pihak airy', 'cekatan', 'positif')",No Label Matched
472,"khas airy murah , tetapi banyak bekas bercakbercak di bantal dan kasur . buat tidak nyaman . dengan harga segitu kita juga tidak berharap lebih , tetapi ada baiknya kebesihan yang utama .","('bantal', 'banyak bekas bercakbercak', 'negatif')","('bantal', 'banyak bercakbercak', 'negatif')","('bantal', 'banyak bercakbercak', 'negatif')",Different Sentiment Term
472,"khas airy murah , tetapi banyak bekas bercakbercak di bantal dan kasur . buat tidak nyaman . dengan harga segitu kita juga tidak berharap lebih , tetapi ada baiknya kebesihan yang utama .","('kasur', 'banyak bekas bercakbercak', 'negatif')","('kasur', 'banyak bercakbercak', 'negatif')","('kasur', 'banyak bercakbercak', 'negatif')",Different Sentiment Term
478,kamarnya sempit dan pengap . unik memang designnya . kalau luas sedikit lagi saja pasti bagus . dan ventilasi / blower . itu perlu banget . posisi ac perlu diganti .,"('designnya', 'unik', 'positif')",-,-,Not Generated
478,kamarnya sempit dan pengap . unik memang designnya . kalau luas sedikit lagi saja pasti bagus . dan ventilasi / blower . itu perlu banget . posisi ac perlu diganti .,"('posisi ac', 'perlu diganti', 'negatif')","('ventilasi / blower', 'perlu banget', 'negatif')","('ventilasi / blower', 'perlu banget', 'negatif')",No Label Matched
479,"wifi tidak terhubung , suasana kurang tenang karena ada renovasi di lobi , kamar lebih kecil dari kelihatannya , tidak ada coffee maker di kamar padahal di fotonya ada , ada lalat di kamar dan susah ngeluarinnya karena jendela cuma kaca dan tidak bisa dibuka .","('jendela', 'tidak bisa dibuka', 'negatif')",-,-,Not Generated
479,"wifi tidak terhubung , suasana kurang tenang karena ada renovasi di lobi , kamar lebih kecil dari kelihatannya , tidak ada coffee maker di kamar padahal di fotonya ada , ada lalat di kamar dan susah ngeluarinnya karena jendela cuma kaca dan tidak bisa dibuka .","('kamar', 'kecil', 'negatif')","('kamar', 'lebih kecil', 'negatif')","('kamar', 'lebih kecil', 'negatif')",Different Sentiment Term
479,"wifi tidak terhubung , suasana kurang tenang karena ada renovasi di lobi , kamar lebih kecil dari kelihatannya , tidak ada coffee maker di kamar padahal di fotonya ada , ada lalat di kamar dan susah ngeluarinnya karena jendela cuma kaca dan tidak bisa dibuka .","('kamar', 'lalat', 'negatif')",-,-,Not Generated
482,keadaan kamar tidak sesuai dengan foto yang ada .,"('keadaan kamar', 'tidak sesuai', 'negatif')","('kamar', 'tidak sesuai', 'negatif')","('kamar', 'tidak sesuai', 'negatif')",Different Aspect Term
487,wastafel ada bocor tetapi secara umum oke .,"('wastafel', 'ada bocor', 'negatif')","('wastafel', 'bocor', 'negatif')","('wastafel', 'bocor', 'negatif')",Different Sentiment Term
489,datang langsung ditolak karena miss comunication antara airy dan pemilik tempat tv nya rusak hordeng tidak tertutup rapet kamarnya besar banget air nya kurang panas sedikit kasur nyaman banget ada meja kursi juga buat kerja ada kulkas buat nyimpen makanan dan minuman .,"('comunication', 'miss', 'negatif')",-,-,Not Generated
489,datang langsung ditolak karena miss comunication antara airy dan pemilik tempat tv nya rusak hordeng tidak tertutup rapet kamarnya besar banget air nya kurang panas sedikit kasur nyaman banget ada meja kursi juga buat kerja ada kulkas buat nyimpen makanan dan minuman .,"('kamarnya', 'besar banget', 'positif')",-,-,Not Generated
489,datang langsung ditolak karena miss comunication antara airy dan pemilik tempat tv nya rusak hordeng tidak tertutup rapet kamarnya besar banget air nya kurang panas sedikit kasur nyaman banget ada meja kursi juga buat kerja ada kulkas buat nyimpen makanan dan minuman .,"('kulkas', 'ada', 'positif')",-,-,Not Generated
489,datang langsung ditolak karena miss comunication antara airy dan pemilik tempat tv nya rusak hordeng tidak tertutup rapet kamarnya besar banget air nya kurang panas sedikit kasur nyaman banget ada meja kursi juga buat kerja ada kulkas buat nyimpen makanan dan minuman .,"('meja kursi', 'ada', 'positif')",-,-,Not Generated
489,datang langsung ditolak karena miss comunication antara airy dan pemilik tempat tv nya rusak hordeng tidak tertutup rapet kamarnya besar banget air nya kurang panas sedikit kasur nyaman banget ada meja kursi juga buat kerja ada kulkas buat nyimpen makanan dan minuman .,"('tv nya', 'rusak', 'negatif')","('tempat tv nya', 'rusak', 'negatif')","('tempat tv nya', 'rusak', 'negatif')",Different Aspect Term
490,"saat cek in kamar belum siap , handuk dan perlengkapan mandi belum ada . water heater tidak ada . fasilitas hotel yang lain cukup oke .","('fasilitas hotel yang lain', 'cukup oke', 'positif')","('fasilitas hotel', 'cukup oke', 'positif')","('fasilitas hotel', 'cukup oke', 'positif')",Different Aspect Term
490,"saat cek in kamar belum siap , handuk dan perlengkapan mandi belum ada . water heater tidak ada . fasilitas hotel yang lain cukup oke .","('kamar', 'belum siap', 'negatif')","('check in', 'belum siap', 'negatif')","('cek in', 'belum siap', 'negatif')",Different Aspect Term
491,"jendela kamar tidak bisa tertutup karena tidak ada kunci , jadi banyak nyamuk yang masuk kedalam kamar .","('jendela kamar', 'tidak ada kunci', 'negatif')","('pintu kamar', 'tidak bisa ditutup', 'negatif')","('tidak kamar', 'tidak bisa tertutup', 'negatif')",Subset aspect/sentiment
494,"air panas kecil , makanannya ala kadarnya dan tidak sesuai dengan tarif hotel kalau cuma itu saja .","('makanannya', 'tidak sesuai', 'negatif')","('tarif hotel', 'tidak sesuai', 'negatif')","('tarif hotel', 'tidak sesuai', 'negatif')",Different Aspect Term
495,nyaman dan bersih . dan lemari harus pakai pewangi dong biar tidak bau apekk . terimakasih .,"('lemari', 'bau apekk', 'negatif')","('lemari', 'harus pakai pewangi', 'negatif')","('lemari', 'harus pakai pewangi', 'negatif')",Different Sentiment Term
496,"kurang bagus , kamar nya sempit , kamar mandi nya juga kurang bersih , menu breakfast nya juga standar az .","('menu breakfast nya', 'standar', 'negatif')","('menu breakfast nya', 'standar az', 'negatif')","('menu breakfast nya', 'standar az', 'negatif')",Different Sentiment Term
498,"kurang baik sirkulasi udaranya , saran saja untuk di kasih , sirkulasi udara ( ventilasi kecil ) rawan jika ac rusak bisa keracunan terimakasih . , untuk harga , kebersihan dan attitude sudah baik .",-,"('ac', 'keracunan', 'negatif')","('ac', 'keracunan', 'negatif')",No Label Matched
498,"kurang baik sirkulasi udaranya , saran saja untuk di kasih , sirkulasi udara ( ventilasi kecil ) rawan jika ac rusak bisa keracunan terimakasih . , untuk harga , kebersihan dan attitude sudah baik .",-,"('ac', 'rusak', 'negatif')","('ac', 'rusak', 'negatif')",No Label Matched
498,"kurang baik sirkulasi udaranya , saran saja untuk di kasih , sirkulasi udara ( ventilasi kecil ) rawan jika ac rusak bisa keracunan terimakasih . , untuk harga , kebersihan dan attitude sudah baik .",-,"('ventilasi', 'kecil', 'negatif')","('ventilasi', 'kecil', 'negatif')",No Label Matched
506,"kamar lumayan oke , hanya kamar mandi perlu di renovasi kembali karena cat tembok nya yang terkopekterkopek jadi tidak rapi .","('cat tembok', 'tidak rapi', 'negatif')","('cat tembok nya', 'terkopekterkopek', 'negatif')","('cat tembok nya', 'terkopekterkopek', 'negatif')",Subset aspect/sentiment
507,"dapat snack airy setelah checkout , sarapan dapat nasi kotak , lantai kamar mandi licin , kamar agak bau .",-,"('sarapan', 'dapat', 'positif')","('sarapan', 'dapat', 'positif')",No Label Matched
507,"dapat snack airy setelah checkout , sarapan dapat nasi kotak , lantai kamar mandi licin , kamar agak bau .",-,"('snack airy', 'dapat', 'positif')","('snack airy', 'dapat', 'positif')",No Label Matched
509,yah sebenarnya tidak berharap bagaimana juga . karena memang sesuai harga sih . tetapi yang agak buat kesel di kamar mandi jorok sekali . ada handuk bekas orang menginap dan masih bau pesing .,"('kamar mandi', 'bau pesing', 'negatif')","('handuk', 'bau pesing', 'negatif')","('handuk', 'bau pesing', 'negatif')",Different Aspect Term
515,"not recommended ! peraturannya tidak jelas , kamar mandinya kecil , tidak disediakan air minum . ada air tidak .",-,"('air', 'tidak', 'negatif')","('air', 'tidak', 'negatif')",No Label Matched
522,sering mati listrik jika pemanas air dan ac dinyalakan .,"('listrik', 'sering mati', 'positif')","('listrik', 'sering mati', 'negatif')","('listrik', 'sering mati', 'negatif')",Different Polarity
526,"pelayanannya sangat ramah , kamar dan kamar mandi bersih , kendaraan dicuciin . pasti balik lagi deh .",-,"('kendaraan', 'dicuciin', 'negatif')","('kendaraan', 'dicuciin', 'negatif')",No Label Matched
531,perlu adanya pelayanan air minum ( panas dingin ) dengan fasilitas dispenser .,"('pelayanan air minum', 'perlu adanya', 'negatif')","('pelayanan air minum', 'perlu adanya', 'positif')","('pelayanan air minum', 'perlu adanya', 'positif')",Different Polarity
531,perlu adanya pelayanan air minum ( panas dingin ) dengan fasilitas dispenser .,-,"('air minum', 'panas dingin', 'positif')","('air minum', 'panas dingin', 'positif')",No Label Matched
531,perlu adanya pelayanan air minum ( panas dingin ) dengan fasilitas dispenser .,-,"('fasilitas dispenser', 'perlu adanya', 'positif')","('fasilitas dispenser', 'perlu adanya', 'positif')",No Label Matched
533,wastafel kamar mandi sering tersumbat . peralatan mandi cuma dapat 1 set . untuk cleaning room nya cuma dirapikan tidak diganti badcovernya .,-,"('badcovernya', 'cuma dirapikan', 'negatif')","('badcovernya', 'cuma dirapikan', 'negatif')",No Label Matched
533,wastafel kamar mandi sering tersumbat . peralatan mandi cuma dapat 1 set . untuk cleaning room nya cuma dirapikan tidak diganti badcovernya .,-,"('peralatan mandi', 'cuma dapat 1 set', 'negatif')","('peralatan mandi', 'cuma dapat 1 set', 'negatif')",No Label Matched
539,"hotel bersih dan pelayanan ramah bersahabat , bayar parkiran setiap keluar masuk kendaraan , request untuk tamu hotel dapat diskon parkiran . terimakasih airy .","('pelayanan', 'bersahabat', 'positif')","('pelayanan', 'ramah bersahabat', 'positif')","('pelayanan', 'ramah bersahabat', 'positif')",Different Sentiment Term
539,"hotel bersih dan pelayanan ramah bersahabat , bayar parkiran setiap keluar masuk kendaraan , request untuk tamu hotel dapat diskon parkiran . terimakasih airy .","('pelayanan', 'ramah', 'positif')",-,-,Not Generated
545,"hotelnya biasa biasa saja , sesuai budget . tetapi kemarin kena cas 100 ribu gara gara yang menginap 3 or .","('hotelnya', 'biasa biasa saja', 'negatif')","('hotelnya', 'biasa biasa saja', 'netral')","('hotelnya', 'biasa biasa saja', 'netral')",Different Polarity
545,"hotelnya biasa biasa saja , sesuai budget . tetapi kemarin kena cas 100 ribu gara gara yang menginap 3 or .","('hotelnya', 'sesuai budget', 'negatif')",-,-,Not Generated
549,pelayanan ramah . harga terjangkau dan kamar bersih . namun belum ada free wifi .,"('free wifi', 'belum ada', 'negatif')","('wifi', 'belum ada', 'negatif')","('wifi', 'belum ada', 'negatif')",Different Aspect Term
562,"kamar bersih , toilet bersih , ac dingin , air panas lancar , nyamuk lumayan banyak , mohon diperhatikan , saat sarapan tidak diberitahu makanannya sudah dingin jadi tidak enak .","('sarapan', 'tidak enak', 'negatif')","('nyamuk', 'lumayan banyak', 'negatif')","('nyamuk', 'lumayan banyak', 'negatif')",Subset aspect/sentiment
565,tmpatnya nyamn . brsh . dan ramah .,-,"('tmpatnya', 'ramah', 'positif')","('tmpatnya', 'ramah', 'positif')",No Label Matched
566,sangat baik pelayanan prima .,"('pelayanan', 'prima', 'positif')","('pelayanan', 'sangat baik', 'positif')","('pelayanan', 'sangat baik', 'positif')",Different Sentiment Term
567,saya dan istri cuma di kasih handuk buat lap keringat bukan nya handuk mandi . di sangkanya kami anak bayi .,-,"('handuk', 'cuma di kasih', 'negatif')","('handuk', 'cuma di kasih', 'negatif')",No Label Matched
576,"tidak bisa check in lebih dari jam 12 malam , dan tidak ada resepsionis yang jaga .","('resepsionis yang jaga', 'tidak ada', 'negatif')","('resepsionis', 'tidak ada', 'negatif')","('resepsionis', 'tidak ada', 'negatif')",Different Aspect Term
579,"kamar lumayan , ac cukupan , kamar mandi ada air agak hangat . cuma sayang di kamar single standar tanpa pemandangan itu tidak ada sinyal hp ( karena di bassement ) dan parah nya lagi sinyal wifi juga tidak sampai . jadi komunikasi luar terputus .","('sinyal hp', 'tidak ada', 'negatif')",-,-,Not Generated
579,"kamar lumayan , ac cukupan , kamar mandi ada air agak hangat . cuma sayang di kamar single standar tanpa pemandangan itu tidak ada sinyal hp ( karena di bassement ) dan parah nya lagi sinyal wifi juga tidak sampai . jadi komunikasi luar terputus .","('wifi', 'tidak sampai', 'negatif')","('kamar mandi', 'ada air', 'positif')","('kamar mandi', 'ada air', 'positif')",No Label Matched
581,"sangat direkomendasikan untuk tinggal disini , bersih , sunyi dan tenang , dapat welcome snack dan ibunya so friendly . bintang 5 deh .","('ibunya', 'friendly', 'positif')","('ibunya', 'so friendly', 'positif')","('ibunya', 'so friendly', 'positif')",Different Sentiment Term
583,sangat memuaskan . liburan bersama keluarga dan orang tua . anak sangat senang karena bisa main di kolam renang .,-,"('kolam renang', 'sangat menyenangkan', 'positif')","('kolam renang', 'sangat memuaskan', 'positif')",No Label Matched
584,"beberapa kali menginap ( returning guests ) baru kali ini dikecewakan secara berturut , 1 ) . pintu kamar dipaksa buka dengan alasan tidak tahu kalau kamar bersangkutan sudah terisi ( occupied ) yang jelas 2 di front office kunci kamar yang kamu sewa tidak ada 2 ) .","('kunci kamar', 'tidak ada 2', 'negatif')","('pintu kamar', 'dipaksa buka', 'negatif')","('pintu kamar', 'dipaksa buka', 'negatif')",Subset aspect/sentiment
585,"bersih banget , kamar mandi bersih , kasur tv dan ada snacknya , senang banget menginap disini , bakal jadi langganan .","('kamar mandi', 'bersih', 'positif')","('kamar mandi', 'bersih banget', 'positif')","('kamar mandi', 'bersih banget', 'positif')",Different Sentiment Term
