id,sents,expr,polarity,labels,target_repr,completed_labels,completed_target_repr,checkpoint
1563,"besrsih , nyaman dan penjaganya ramah .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
1564,"wenak rek , kamar mandinya bersih , tempat tidurnya rapi , dekat ayam geprek lagi : ) .",wenak rek,POS,"([-1], [0, 1], ","(hotel, wenak rek, ","([-1], [0, 1], 'POS')","(hotel, wenak rek, positif)",TRUE
1567,"sangat baik , pelayanan ramah .",sangat baik,POS,"([-1], [0, 1], ","(hotel, sangat baik, ","([-1], [0, 1], 'POS')","(hotel, sangat baik, positif)",TRUE
1571,"sangat berkesan karena pelayanan baik , komplit , plus bisa pesan makanan jadi tidak perlu jauh "" keluar .",sangat berkesan,POS,"([-1], [0, 1], ","(hotel, sangat berkesan, ","([-1], [0, 1], 'POS')","(hotel, sangat berkesan, positif)",TRUE
1577,"bagus , bersih dan pelayanan baik .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1577,"bagus , bersih dan pelayanan baik .",bersih,POS,"([-1], [2], ","(hotel, bersih, ","([-1], [2], 'POS')","(hotel, bersih, positif)",TRUE
1578,"baik , pelayanan baik tetapi sayang tidak ada bantal dan makanan seperti yang tercantum di airy rooms .",baik,POS,"([-1], [0], ","(hotel, baik, ","([-1], [0], 'POS')","(hotel, baik, positif)",TRUE
1581,sangat nyaman terima kasih pegawainya ramah bersih dan dekat kemana mana pokonya betah .,sangat nyaman,POS,"([-1], [0, 1], ","(hotel, sangat nyaman, ","([-1], [0, 1], 'POS')","(hotel, sangat nyaman, positif)",TRUE
1581,sangat nyaman terima kasih pegawainya ramah bersih dan dekat kemana mana pokonya betah .,bersih,POS,"([-1], [6], ","(hotel, bersih, ","([-1], [6], 'POS')","(hotel, bersih, positif)",TRUE
1587,murah sih tetapi kamarnya ada yang bocor dan perabotan kotor .,murah,POS,"([-1], [0], ","(hotel, murah, ","([-1], [0], 'POS')","(hotel, murah, positif)",TRUE
1589,"banyak furniture tidak jauh dari pusat kota , lobi bawah banyak kuliner , lengkap walau tidak ada air panas untuk shower nya tetapi overall oke lah dengan harga segitu ) .",lengkap,POS,"([-1], [13], ","(hotel, lengkap, ","([-1], [13], 'POS')","(hotel, lengkap, positif)",TRUE
1598,"sangat baik sekali , suasana tenang , tempatnya bersih , kamar tidur empuk , ac dingin , kamar mandi bersih , harga sangat terjangkau , lokasi ditengah kota . sangat puas , recomended sekali !",sangat baik sekali,POS,"([-1], [0, 1, 2], ","(hotel, sangat baik sekali, ","([-1], [0, 1, 2], 'POS')","(hotel, sangat baik sekali, positif)",TRUE
1598,"sangat baik sekali , suasana tenang , tempatnya bersih , kamar tidur empuk , ac dingin , kamar mandi bersih , harga sangat terjangkau , lokasi ditengah kota . sangat puas , recomended sekali !",sangat puas,POS,"([-1], [29, 30], ","(hotel, sangat puas, ","([-1], [29, 30], 'POS')","(hotel, sangat puas, positif)",TRUE
1598,"sangat baik sekali , suasana tenang , tempatnya bersih , kamar tidur empuk , ac dingin , kamar mandi bersih , harga sangat terjangkau , lokasi ditengah kota . sangat puas , recomended sekali !",recomended sekali,POS,"([-1], [32, 33], ","(hotel, recomended sekali, ","([-1], [32, 33], 'POS')","(hotel, recomended sekali, positif)",TRUE
1599,mudah akses kemanakemana . nyaman .,nyaman,POS,"([-1], [4], ","(hotel, nyaman, ","([-1], [4], 'POS')","(hotel, nyaman, positif)",TRUE
1600,kurang bersih . tidak dapat sandal . resepsionis suka ngerokok .,kurang bersih,NEG,"([-1], [0, 1], ","(hotel, kurang bersih, ","([-1], [0, 1], 'NEG')","(hotel, kurang bersih, negatif)",TRUE
1609,"oke , murah , bersih good kalau ke jogja akan menginap disini lagi , cuma kolam renang terpisah .",oke,POS,"([-1], [0], ","(hotel, oke, ","([-1], [0], 'POS')","(hotel, oke, positif)",TRUE
1609,"oke , murah , bersih good kalau ke jogja akan menginap disini lagi , cuma kolam renang terpisah .",murah,POS,"([-1], [2], ","(hotel, murah, ","([-1], [2], 'POS')","(hotel, murah, positif)",TRUE
1609,"oke , murah , bersih good kalau ke jogja akan menginap disini lagi , cuma kolam renang terpisah .",bersih,POS,"([-1], [4], ","(hotel, bersih, ","([-1], [4], 'POS')","(hotel, bersih, positif)",TRUE
1609,"oke , murah , bersih good kalau ke jogja akan menginap disini lagi , cuma kolam renang terpisah .",good,POS,"([-1], [5], ","(hotel, good, ","([-1], [5], 'POS')","(hotel, good, positif)",TRUE
1619,"cocok buat yang ingin bacpacker suasananya nyaman , kamar juga luas dan bersih . tempat juga strategi .",cocok,POS,"([-1], [0], ","(hotel, cocok, ","([-1], [0], 'POS')","(hotel, cocok, positif)",TRUE
1620,"sangat nyaman , bersih dan lokasinya strategis .",sangat nyaman,POS,"([-1], [0, 1], ","(hotel, sangat nyaman, ","([-1], [0, 1], 'POS')","(hotel, sangat nyaman, positif)",TRUE
1620,"sangat nyaman , bersih dan lokasinya strategis .",bersih,POS,"([-1], [3], ","(hotel, bersih, ","([-1], [3], 'POS')","(hotel, bersih, positif)",TRUE
1626,"dekat kemanakemana bersih . semua berfungsi dengan baik . mas nya ramah . paling toiletries nya seperti sudah lama . oya , minta tolong tambahkan selimut yang tipis tidak apaapa karena biar lebih nyaman lagi .",bersih,POS,"([-1], [2], ","(hotel, bersih, ","([-1], [2], 'POS')","(hotel, bersih, positif)",TRUE
1633,"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",sangat buruk,NEG,"([-1], [0, 1], ","(hotel, sangat buruk, ","([-1], [0, 1], 'NEG')","(hotel, sangat buruk, negatif)",TRUE
1634,"kurang memuaskan , biasa saja , bau , kotor handuknya .",kurang memuaskan,POS,"([-1], [0, 1], ","(hotel, kurang memuaskan, ","([-1], [0, 1], 'POS')","(hotel, kurang memuaskan, positif)",TRUE
1634,"kurang memuaskan , biasa saja , bau , kotor handuknya .",biasa,POS,"([-1], [3], ","(hotel, biasa, ","([-1], [3], 'POS')","(hotel, biasa, positif)",TRUE
1634,"kurang memuaskan , biasa saja , bau , kotor handuknya .",bau,POS,"([-1], [6], ","(hotel, bau, ","([-1], [6], 'POS')","(hotel, bau, positif)",TRUE
1637,"nyaman , murah , fasilitas cukup lengkap .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
1637,"nyaman , murah , fasilitas cukup lengkap .",murah,POS,"([-1], [2], ","(hotel, murah, ","([-1], [2], 'POS')","(hotel, murah, positif)",TRUE
1641,parah . kamar mandi tidak ada air sama sekali . terpaksa tidak mandi . mau berak terpaksa beli air mineral buat cebok saja . keluhan ke pihak penginapan jawaban mereka cuma maaf tanpa kasih solusi apapubn .,parah,POS,"([-1], [0], ","(hotel, parah, ","([-1], [0], 'POS')","(hotel, parah, positif)",TRUE
1647,"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",tidak nyesal,POS,"([9], [7, 8], ","(hotel, tidak nyesal, ","([9], [7, 8], 'POS')","(hotel, tidak nyesal, positif)",TRUE
1652,"nyaman , bersih , peyanan baik . fasilitas oke .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
1652,"nyaman , bersih , peyanan baik . fasilitas oke .",bersih,POS,"([-1], [2], ","(hotel, bersih, ","([-1], [2], 'POS')","(hotel, bersih, positif)",TRUE
1657,"bersih , asri dan nyaman , tersedia mie instant , teh , kopi gratis setiap saat . penjaganya juga ramah . terimakasih airy .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
1657,"bersih , asri dan nyaman , tersedia mie instant , teh , kopi gratis setiap saat . penjaganya juga ramah . terimakasih airy .",asri,POS,"([-1], [2], ","(hotel, asri, ","([-1], [2], 'POS')","(hotel, asri, positif)",TRUE
1657,"bersih , asri dan nyaman , tersedia mie instant , teh , kopi gratis setiap saat . penjaganya juga ramah . terimakasih airy .",nyaman,POS,"([-1], [4], ","(hotel, nyaman, ","([-1], [4], 'POS')","(hotel, nyaman, positif)",TRUE
1665,"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",nyaman,POS,"([-1], [15], ","(hotel, nyaman, ","([-1], [15], 'POS')","(hotel, nyaman, positif)",TRUE
1666,"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kurang luas,NEG,"([-1], [21, 22], ","(hotel, kurang luas, ","([-1], [21, 22], 'NEG')","(hotel, kurang luas, negatif)",TRUE
1672,"baik . kamar bersih , ac dingin .",baik,POS,"([-1], [0], ","(hotel, baik, ","([-1], [0], 'POS')","(hotel, baik, positif)",TRUE
1678,"pada awal saya masuk kamar bau rokok . kemudian saya masuk kamar mandi , di toilet nya ada tinja yang muncul mungkin tersumbat salurannya sehingga naik ke atas . akhirnya saya flash dan bau sekali . kemudian saya menyalakan tv , tetapi tv tidak keluar gambar .",bau sekali,NEG,"([15], [33, 34], ","(hotel, bau sekali, ","([15], [33, 34], 'NEG')","(hotel, bau sekali, negatif)",TRUE
1690,"tisu toilet tidak ada , untuk yang lainlainnya lumayan bagus .",lumayan bagus,POS,"([-1], [8, 9], ","(hotel, lumayan bagus, ","([-1], [8, 9], 'POS')","(hotel, lumayan bagus, positif)",TRUE
1692,"nyaman , ac dingin , pelayanan oke .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
1693,cukup memuaskan dengan harga yang sangat terjangkau .,cukup memuaskan,POS,"([-1], [0, 1], ","(hotel, cukup memuaskan, ","([-1], [0, 1], 'POS')","(hotel, cukup memuaskan, positif)",TRUE
1694,"sangat mengecewakan . diberikan room yang lembab , kurang baik dari room lainnya , pembuangan air di kamar mandi tidak lancar , tidak ada sinyal . terletak di daerah yang strategis , pusat kota .",sangat mengecewakan,NEG,"([-1], [0, 1], ","(hotel, sangat mengecewakan, ","([-1], [0, 1], 'NEG')","(hotel, sangat mengecewakan, negatif)",TRUE
1698,"suka banget tetapi tolong alat mandinya di lengkapi lagi karena cuma tersedia handuk saja , dan handuknya juga kurang bersih . tetapi selebihnya suka banget , cocok lah recommended untuk yang ingin singgah .",suka banget,POS,"([-1], [0, 1], ","(hotel, suka banget, ","([-1], [0, 1], 'POS')","(hotel, suka banget, positif)",TRUE
1698,"suka banget tetapi tolong alat mandinya di lengkapi lagi karena cuma tersedia handuk saja , dan handuknya juga kurang bersih . tetapi selebihnya suka banget , cocok lah recommended untuk yang ingin singgah .",recommended,POS,"([-1], [28], ","(hotel, recommended, ","([-1], [28], 'POS')","(hotel, recommended, positif)",TRUE
1701,hotel ini sangat parah pelayanannya . tidak dikasih handuk . seprai kasur tidak di ganti dan harus kita tegor terus setiap harinya agar diganti . kemudian owner hotel tersebut tidak ramah dan tidak sopan . saya book 3 kamar disana . sungguh sangat kecewa . tolong pihak airy hotel survey langsung dan menindaklanjuti karena ini merusak citra dan nama airy sendiri . terima kasih .,sangat kecewa,NEG,"([-1], [42, 43], ","(hotel, sangat kecewa, ","([-1], [42, 43], 'NEG')","(hotel, sangat kecewa, negatif)",TRUE
1706,strategis . sayang kebersihan tempat tidur kurang . selebihnya sesuai harga .,strategis,POS,"([-1], [0], ","(hotel, strategis, ","([-1], [0], 'POS')","(hotel, strategis, positif)",TRUE
1710,"kamar sempit , air di kamar mandi tidak keluar dari maghrib sampai tengah malam smpesmpe tidak bisa gosok gigi sbelum tidur , sangat mengecewakan .",sangat mengecewakan,NEG,"([-1], [22, 23], ","(hotel, sangat mengecewakan, ","([-1], [22, 23], 'NEG')","(hotel, sangat mengecewakan, negatif)",TRUE
1716,"strategis , nyaman . tetapi dapat lantai 5 tidak ada lift . jadi lumayan naikturunnya .",strategis,POS,"([-1], [0], ","(hotel, strategis, ","([-1], [0], 'POS')","(hotel, strategis, positif)",TRUE
1716,"strategis , nyaman . tetapi dapat lantai 5 tidak ada lift . jadi lumayan naikturunnya .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
1719,"kotor , tidak ada air , jorok , tidak nyaman .",kotor,NEG,"([-1], [0], ","(hotel, kotor, ","([-1], [0], 'NEG')","(hotel, kotor, negatif)",TRUE
1719,"kotor , tidak ada air , jorok , tidak nyaman .",jorok,NEG,"([-1], [6], ","(hotel, jorok, ","([-1], [6], 'NEG')","(hotel, jorok, negatif)",TRUE
1719,"kotor , tidak ada air , jorok , tidak nyaman .",tidak nyaman,NEG,"([-1], [8, 9], ","(hotel, tidak nyaman, ","([-1], [8, 9], 'NEG')","(hotel, tidak nyaman, negatif)",TRUE
1737,"alhamdulillah cukup puas , roof top nya keren , makanan di restonya enak . air hangat untuk mandi tidak berfungsi .",cukup puas,POS,"([-1], [1, 2], ","(hotel, cukup puas, ","([-1], [1, 2], 'POS')","(hotel, cukup puas, positif)",TRUE
1746,"kamarnya luas , kamar mandi juga bersih , serta lokasi mudah ditemukan , dan dekat kemana saja . suasananya juga enak buat istirahat . cuma satu meskipun sudah bersih tetapi masih ada kecoak , so far good .",bersih,-,"([-1], [28], ","(hotel, bersih, ","([-1], [28], '-')",#N/A,FALSE
1746,"kamarnya luas , kamar mandi juga bersih , serta lokasi mudah ditemukan , dan dekat kemana saja . suasananya juga enak buat istirahat . cuma satu meskipun sudah bersih tetapi masih ada kecoak , so far good .",ada kecoak,NEG,"([2, 3], [31, 32], ","(hotel, ada kecoak, ","([2, 3], [31, 32], 'NEG')","(hotel, ada kecoak, negatif)",TRUE
1752,"bagus , fasilitas sesuai dengan yang di gambar . pelayanannya memuaskan . rekomendasi untuk yang mau me .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1753,"dekat dengan metro , cocok buat pedagang yang mau belanja ke tanah abang , bersih , menurut saya sih semua oke .",bersih,POS,"([-1], [14], ","(hotel, bersih, ","([-1], [14], 'POS')","(hotel, bersih, positif)",TRUE
1763,mantap . ac harus diperbaiki .,mantap,POS,"([-1], [0], ","(hotel, mantap, ","([-1], [0], 'POS')","(hotel, mantap, positif)",TRUE
1765,baik untuk hari ke 2 sayang hari 1 diberikan kamar yang kurang oke . tetapi bagus dan sudah beberapa kali menginap disini .,baik,POS,"([-1], [0], ","(hotel, baik, ","([-1], [0], 'POS')","(hotel, baik, positif)",TRUE
1765,baik untuk hari ke 2 sayang hari 1 diberikan kamar yang kurang oke . tetapi bagus dan sudah beberapa kali menginap disini .,bagus,POS,"([-1], [15], ","(hotel, bagus, ","([-1], [15], 'POS')","(hotel, bagus, positif)",TRUE
1768,"memuaskan . makanan enak , pelayanan bagus . thank untuk airyroom .",memuaskan,POS,"([-1], [0], ","(hotel, memuaskan, ","([-1], [0], 'POS')","(hotel, memuaskan, positif)",TRUE
1773,"tidak dikelola dengan baik , kamar mandi air tergenang dan ada nyamuk .",tidak dikelola dengan baik,NEG,"([-1], [0, 1, 2, 3], ","(hotel, tidak dikelola dengan baik, ","([-1], [0, 1, 2, 3], 'NEG')","(hotel, tidak dikelola dengan baik, negatif)",TRUE
1778,nyaman hanya kurang keran air untuk wudhu .,nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
1784,ramah dan lokasi yang strategis .,ramah,POS,"([-1], [0], ","(hotel, ramah, ","([-1], [0], 'POS')","(hotel, ramah, positif)",TRUE
1792,"sangat merekomendasikan , tempatnya memuaskan .",sangat merekomendasikan,POS,"([-1], [0, 1], ","(hotel, sangat merekomendasikan, ","([-1], [0, 1], 'POS')","(hotel, sangat merekomendasikan, positif)",TRUE
1800,bagus bersih wifi lambat handuk bau itu saja yang di benahi selebihnya nyaman saja .,bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1800,bagus bersih wifi lambat handuk bau itu saja yang di benahi selebihnya nyaman saja .,bersih,POS,"([-1], [1], ","(hotel, bersih, ","([-1], [1], 'POS')","(hotel, bersih, positif)",TRUE
1802,"lumayan . cuma tidak ada kesed , sama sandal .",lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
1806,"nyaman , bersih dan penjaga yang ramah .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
1806,"nyaman , bersih dan penjaga yang ramah .",bersih,POS,"([-1], [2], ","(hotel, bersih, ","([-1], [2], 'POS')","(hotel, bersih, positif)",TRUE
1811,"menyenangkan , hanya saja tempat tidurnya mungkin sudah lama jadi kasurnya agak turun kebawah begitu . overall good lah iya .",menyenangkan,POS,"([-1], [0], ","(hotel, menyenangkan, ","([-1], [0], 'POS')","(hotel, menyenangkan, positif)",TRUE
1815,"staf ramah , pelayanan memuaskan , kamar dan toilet bersih dan bagus . sangat direkomendasi . sarapan cuma ada 3 menu , nasi goreng , mie goreng dan omelet . sarapan ditingkatkan lagi . thank you airy dan premium hotel .",sangat direkomendasi,POS,"([-1], [13, 14], ","(hotel, sangat direkomendasi, ","([-1], [13, 14], 'POS')","(hotel, sangat direkomendasi, positif)",TRUE
1817,"tempatnya bersih , nyaman , pemiliknya ramah , rekomen banget . dekat dari stasiun . senen juga .",rekomen banget,POS,"([-1], [8, 9], ","(hotel, rekomen banget, ","([-1], [8, 9], 'POS')","(hotel, rekomen banget, positif)",TRUE
1819,tempatnya nyaman dan pegawainya ramah . rekom banget buat yang inap disana .,rekom banget,POS,"([-1], [6, 7], ","(hotel, rekom banget, ","([-1], [6, 7], 'POS')","(hotel, rekom banget, positif)",TRUE
1830,"cuma ada beberapa masukan . 1 . jika malam banyak nyamuk , mungkin karena depan nya tempat sampah . 2 . kurang nya gantungan baju . 3 . tidak ada air panas , meskipun ini jakarta , tetap harus ada air panas , saya yang pulang malam jam 12 terpaksa mandi air dingin . 4 . sisanya oke , kamar bersih , pelayanan oke .",banyak nyamuk,NEG,"([-1], [9, 10], ","(hotel, banyak nyamuk, ","([-1], [9, 10], 'NEG')","(hotel, banyak nyamuk, negatif)",TRUE
1834,"bersih , pelayanan ramah dan memuaskan .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
1845,nyaman dan pelayanan sangat bagus .,nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
1849,lumayan nyaman . cuma kamar nya agak sempit . tetapi good lah untuk sesekali .,lumayan nyaman,POS,"([-1], [0, 1], ","(hotel, lumayan nyaman, ","([-1], [0, 1], 'POS')","(hotel, lumayan nyaman, positif)",TRUE
1855,"saya baru pertama kali pakai airy room dan agak kecewa sekali , tolong iya mbak nya gausah galak begitu , pelayanannya kurang baik .",agak kecewa sekali,NEG,"([5, 6], [8, 9, 10], ","(hotel, agak kecewa sekali, ","([5, 6], [8, 9, 10], 'NEG')","(hotel, agak kecewa sekali, negatif)",TRUE
1862,bagus dan pelayanan memuaskan .,bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1864,bersih dan lokasi bagus .,bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
1865,baguss pelayanan oke . tempat parkir juga disediakan walau sering ramai mobil parkir . dapat sarapan nasi ayam makanan khas semarang . bakal balik menginap sini lagi .,baguss,POS,"([-1], [0], ","(hotel, baguss, ","([-1], [0], 'POS')","(hotel, baguss, positif)",TRUE
1870,letaknya strategis . ruangan bersih . keperluan mandi tersedia . ada makanan kecil untuk tamu . overall sangat memuaskan . recommended .,recommended,POS,"([-1], [20], ","(hotel, recommended, ","([-1], [20], 'POS')","(hotel, recommended, positif)",TRUE
1875,"lumayan yang penting bisa buat istirahat , cuma kamar mandinya masih kurang bersih .",lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
1877,"sangat memuaskan , pelayanannya sangat ramah , buat betah kamarnya .",sangat memuaskan,POS,"([-1], [0, 1], ","(hotel, sangat memuaskan, ","([-1], [0, 1], 'POS')","(hotel, sangat memuaskan, positif)",TRUE
1890,kamar tidak seperti biasanya atau standar airy karena tidak ada hiasan di tempat tdr dan snack handuk 4x ditelp baru diantar .,standar airy,-,"([-1], [5, 6], ","(hotel, standar airy, ","([-1], [5, 6], '-')",#N/A,FALSE
1893,"terlalu seram dan resepsionis tidak tanggap , ditelepon tidak pernah diangkat .",terlalu seram,NEG,"([-1], [0, 1], ","(hotel, terlalu seram, ","([-1], [0, 1], 'NEG')","(hotel, terlalu seram, negatif)",TRUE
1896,murahh tetapi pelayanan selalu oke . airy seringsering kasi kupon diskon iya .,murahh,POS,"([-1], [0], ","(hotel, murahh, ","([-1], [0], 'POS')","(hotel, murahh, positif)",TRUE
1898,dapat sarapan simple . highly recommended .,highly recommended,POS,"([-1], [4, 5], ","(hotel, highly recommended, ","([-1], [4, 5], 'POS')","(hotel, highly recommended, positif)",TRUE
1903,"tidak disiapkan air putih , sabun . tetapi cukup nyaman .",cukup nyaman,POS,"([-1], [8, 9], ","(hotel, cukup nyaman, ","([-1], [8, 9], 'POS')","(hotel, cukup nyaman, positif)",TRUE
1916,"kamar bagus , rapi , enak air panasnya agak lama iya baru panas puas banget dan recommended banget .",puas banget,POS,"([-1], [13, 14], ","(hotel, puas banget, ","([-1], [13, 14], 'POS')","(hotel, puas banget, positif)",TRUE
1916,"kamar bagus , rapi , enak air panasnya agak lama iya baru panas puas banget dan recommended banget .",recommended banget,POS,"([-1], [16, 17], ","(hotel, recommended banget, ","([-1], [16, 17], 'POS')","(hotel, recommended banget, positif)",TRUE
1921,"bersih dan nyaman , tetapi ac nya kurang dingin dan juga bocor .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
1921,"bersih dan nyaman , tetapi ac nya kurang dingin dan juga bocor .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
1927,"lumayan , pelayanan cukup , sayang musholla kurang memadai , dan tidak ada lift .",lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
1937,"kesan : baik , akan jadi pelanggan . perbaikan : beberapa kamar sinyal internet kurang bagus terutama di beberapa kamar lantai 1 .",baik,POS,"([-1], [2], ","(hotel, baik, ","([-1], [2], 'POS')","(hotel, baik, positif)",TRUE
1939,"cukup baik , dekat dengan supermall karawaci , kamar bersih , ada ac , tv , dan air panas nya juga .",cukup baik,POS,"([-1], [0, 1], ","(hotel, cukup baik, ","([-1], [0, 1], 'POS')","(hotel, cukup baik, positif)",TRUE
1955,"kamar nya bersih , pelayan nya juga baik , akses nya gampang . kamar mandi nya oke , cuma air panas nya mati , so lumayan lah .",lumayan,POS,"([-1], [25], ","(hotel, lumayan, ","([-1], [25], 'POS')","(hotel, lumayan, positif)",TRUE
1958,"cukup nyaman , kamar bersih , sarapan pagi banyak pilihan .",cukup nyaman,POS,"([-1], [0, 1], ","(hotel, cukup nyaman, ","([-1], [0, 1], 'POS')","(hotel, cukup nyaman, positif)",TRUE
1964,bagus . bersih . ramah cuma snak saja tidak ada .,bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1964,bagus . bersih . ramah cuma snak saja tidak ada .,bersih,POS,"([-1], [2], ","(hotel, bersih, ","([-1], [2], 'POS')","(hotel, bersih, positif)",TRUE
1964,bagus . bersih . ramah cuma snak saja tidak ada .,ramah,POS,"([-1], [4], ","(hotel, ramah, ","([-1], [4], 'POS')","(hotel, ramah, positif)",TRUE
1965,"luamayan , fasilitas lengkap dan nyaman .",luamayan,POS,"([-1], [0], ","(hotel, luamayan, ","([-1], [0], 'POS')","(hotel, luamayan, positif)",TRUE
1973,"sangat memuaskan . seprai dan handuknya wangi , kamarnya cukup bersih dan nyaman . ac dan air panasnya berfungsi dengan baik . saluran tv sedikit bermasalah tetapi cukup memuaskan . ini pengalaman kedua saya di airy gunung sahari . terima . kasih .",sangat memuaskan,POS,"([-1], [0, 1], ","(hotel, sangat memuaskan, ","([-1], [0, 1], 'POS')","(hotel, sangat memuaskan, positif)",TRUE
1974,"ada nyamuk , acnya kurang jos . selain itu oke banget .",ada nyamuk,NEG,"([-1], [0, 1], ","(hotel, ada nyamuk, ","([-1], [0, 1], 'NEG')","(hotel, ada nyamuk, negatif)",TRUE
1974,"ada nyamuk , acnya kurang jos . selain itu oke banget .",oke banget,POS,"([-1], [9, 10], ","(hotel, oke banget, ","([-1], [9, 10], 'POS')","(hotel, oke banget, positif)",TRUE
1980,"tempatnya oke , price sama kualitas pas . suka banget .",suka banget,POS,"([-1], [8, 9], ","(hotel, suka banget, ","([-1], [8, 9], 'POS')","(hotel, suka banget, positif)",TRUE
1985,"tempatnya enak , semua fasilitas ada , kamar bersih pokonya jos .",jos,POS,"([-1], [10], ","(hotel, jos, ","([-1], [10], 'POS')","(hotel, jos, positif)",TRUE
1986,"bersih , wifi kencang , cuma sempit buat sholat susah .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
1986,"bersih , wifi kencang , cuma sempit buat sholat susah .",sempit,NEG,"([-1], [6], ","(hotel, sempit, ","([-1], [6], 'NEG')","(hotel, sempit, negatif)",TRUE
1993,untuk pelayanan dan kamar sangat nyaman meskipun agak sedikit berisik di malam hari karena suara mus .,agak sedikit berisik,NEG,"([-1], [7, 8, 9], ","(hotel, agak sedikit berisik, ","([-1], [7, 8, 9], 'NEG')","(hotel, agak sedikit berisik, negatif)",TRUE
1995,"kecewa karena pakai traveloka ternyata harga mahal kamar tidak ada ventilasi jendela , pengap , handuk kucel , harga lebih murah go show dan dikasih kamar bagusbagus , tolong di review kembali .",kecewa,NEG,"([-1], [0], ","(hotel, kecewa, ","([-1], [0], 'NEG')","(hotel, kecewa, negatif)",TRUE
1995,"kecewa karena pakai traveloka ternyata harga mahal kamar tidak ada ventilasi jendela , pengap , handuk kucel , harga lebih murah go show dan dikasih kamar bagusbagus , tolong di review kembali .",pengap,NEG,"([-1], [13], ","(hotel, pengap, ","([-1], [13], 'NEG')","(hotel, pengap, negatif)",TRUE
1999,"lumayan bersih dan ramah , cuma kamarnya tidak kedap suara , kebetulan kamar saya dekat dengan resepsionis , kalau resepsionisnya bicara , kedengaran sampai kamar .",lumayan bersih,POS,"([-1], [0, 1], ","(hotel, lumayan bersih, ","([-1], [0, 1], 'POS')","(hotel, lumayan bersih, positif)",TRUE
1999,"lumayan bersih dan ramah , cuma kamarnya tidak kedap suara , kebetulan kamar saya dekat dengan resepsionis , kalau resepsionisnya bicara , kedengaran sampai kamar .",ramah,POS,"([-1], [3], ","(hotel, ramah, ","([-1], [3], 'POS')","(hotel, ramah, positif)",TRUE
2001,bed dan ac nya nyaman . kamar luas . sayang ventilasi kamar mandi tidak berfungsi jadi lembab dan pengap .,lembab,NEG,"([-1], [16], ","(hotel, lembab, ","([-1], [16], 'NEG')","(hotel, lembab, negatif)",TRUE
