id,sents,expr,polarity,labels,target_repr
1267,bersih . nyaman meskipun lokasi agak susah dicari .,nyaman,-,"([-1], [2], ","(hotel, nyaman, "
1268,"sangat nyaman inap disini , kamar meskipun kecil , tetapi tempat tidur sangat nyaman , ada tv , ac dingin banget , wifi juga kencang banget .",sangat nyaman,-,"([-1], [0, 1], ","(hotel, sangat nyaman, "
1268,"sangat nyaman inap disini , kamar meskipun kecil , tetapi tempat tidur sangat nyaman , ada tv , ac dingin banget , wifi juga kencang banget .",kencang banget,-,"([-1], [24, 25], ","(hotel, kencang banget, "
1274,baik . cuma sayangnya . lampu neon box airy mati .,baik,-,"([-1], [0], ","(hotel, baik, "
1283,"kurang bagus , ac tidak nyala , showernya kurang bagus , kurang bersih .",kurang bagus,-,"([-1], [0, 1], ","(hotel, kurang bagus, "
1283,"kurang bagus , ac tidak nyala , showernya kurang bagus , kurang bersih .",kurang bersih,-,"([-1], [11, 12], ","(hotel, kurang bersih, "
1284,"semuanya bagus . tempat bersih , wifi cepat , yang punyanya ramah , pokoknya luar biasa . kekurangannya cuma terlalu masuk ke dalam sih , jadi agak sulit nyarinya : ) .",luar biasa,-,"([-1], [14, 15], ","(hotel, luar biasa, "
1285,"lokasi hotelnya strategis banget . dekat kemanakemana . apalagi dekat dengan mall istana plaza . dekat pula dengan beragam tempat wisata di pusat kota . kamarnya meski kecil tetapi cukup nyaman . cuma saran saya , untuk di kamar mandi tolong ditambahi dengan tempat sampah . dan memang tidak dikasih sikat sama odol iya ? terus untuk seprai dan sarung bantal guling supaya lebih bersih lagi karena masih ada bekas bercakbercak . setidaknya dibersihkan dnegan pemutih pasti hilang deh . kan seprainya warna putih . tetapi sejauh ini nyamannyaman saja .",nyamannyaman,-,"([-1], [88], ","(hotel, nyamannyaman, "
1288,harganya terjangkau tempatnya nyaman pokoknya oke deh . namun ada deposit yang harusnya tidak perlu he he he he .,oke,-,"([-1], [5], ","(hotel, oke, "
1290,kotor makanan pagi nasi goreng saja . tetapi ibunya baik ramah .,kotor,-,"([-1], [0], ","(hotel, kotor, "
1292,"kamar nyaman , bersih , petugas helpfull . strategis pokoknya . terimakasih airy : ) .",strategis,-,"([-1], [8], ","(hotel, strategis, "
1293,nyaman untuk ditinggali tetapi kasur terlalu besar .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1317,"nyaman , kamar luas , tetapi tidak ada free snack .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1319,"bagus , bersih fasilitas lengkap , recoment .",bagus,-,"([-1], [0], ","(hotel, bagus, "
1319,"bagus , bersih fasilitas lengkap , recoment .",bersih,-,"([-1], [2], ","(hotel, bersih, "
1319,"bagus , bersih fasilitas lengkap , recoment .",recoment,-,"([-1], [6], ","(hotel, recoment, "
1321,sya puas menginap di hotel ini dari segi harga sangat terjangkau ac bagus keaman bagus kebersihan juga bagus yang hanya air panas tidak panas .,puas,-,"([-1], [1], ","(hotel, puas, "
1324,lumayan bagus untuk harga yang ada hanya saja kloset otomatisnya tidak bisa jalan kamar 408 . sehingga saya harus turun ke toilet lobi untuk kebutuhan kloset .,lumayan bagus,-,"([-1], [0, 1], ","(hotel, lumayan bagus, "
1325,kamarnya sangat luas dan bersih . kamar mandi oke pokoknya semuanya oke . bahkan dapat snack dan perlengkapan sanitasi yang bisa dibawa pulang . pokoknya puas banget .,puas banget,-,"([-1], [25, 26], ","(hotel, puas banget, "
1326,kamarnya sangat bagus dengan harga yang murah . sangat menyenangkan untuk menginap di sini .,sangat menyenangkan,-,"([-1], [8, 9], ","(hotel, sangat menyenangkan, "
1327,"murah , bagus , yang jaga ramah .",murah,-,"([-1], [0], ","(hotel, murah, "
1327,"murah , bagus , yang jaga ramah .",bagus,-,"([-1], [2], ","(hotel, bagus, "
1337,"keren , mantap pelayanan oke , tempat nyaman . pegawai ramah .",keren,-,"([-1], [0], ","(hotel, keren, "
1337,"keren , mantap pelayanan oke , tempat nyaman . pegawai ramah .",mantap,-,"([-1], [2], ","(hotel, mantap, "
1344,"check in cepat , petugas terutama masmasnya ( lupa tidak bertanya nama ) baik dan ramah banget , kamarnya bersih rapi nyaman , ac dingin , dapat complimentary drink dan snack , lokasi mudah diakses . recommended pokoknya . terima kasih airyrooms dan crew penginapan dempo !",recommended,-,"([-1], [36], ","(hotel, recommended, "
1345,"bagus , kurangnya adalah pecahayaan ruangan kurang terang .",bagus,-,"([-1], [0], ","(hotel, bagus, "
1350,nyaman bersih pelayanannya memuaskan . untuk debit air showernya lebih ditingkatkan lagi : ) .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1350,nyaman bersih pelayanannya memuaskan . untuk debit air showernya lebih ditingkatkan lagi : ) .,bersih,-,"([-1], [1], ","(hotel, bersih, "
1351,"untuk harga segitu lumayan , sayangnya air shower nya kurang kencang mengalirnya .",lumayan,-,"([-1], [3], ","(hotel, lumayan, "
1352,"bersih , murah , nyaman , cuma sayang shower nya rusak .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1352,"bersih , murah , nyaman , cuma sayang shower nya rusak .",murah,-,"([-1], [2], ","(hotel, murah, "
1352,"bersih , murah , nyaman , cuma sayang shower nya rusak .",nyaman,-,"([-1], [4], ","(hotel, nyaman, "
1355,"jorok ! selimut , seprai bau kamar sembab .",jorok,-,"([-1], [0], ","(hotel, jorok, "
1359,cukup baik tetapi menurut saya overpriced karena kamarnya kecil dan sarapannya kurang oke rasanya dan minimimalis .,cukup baik,-,"([-1], [0, 1], ","(hotel, cukup baik, "
1359,cukup baik tetapi menurut saya overpriced karena kamarnya kecil dan sarapannya kurang oke rasanya dan minimimalis .,overpriced,-,"([-1], [5], ","(hotel, overpriced, "
1365,good . ada snack di setiap kamar . cuma sayang ketika dapat kamar 305 ac nya tidak dingin sama sekali . selebihnya keren . langganan disini .,good,-,"([-1], [0], ","(hotel, good, "
1372,terbaik dan harga sangat bersahabt ! kalau ke jakarta dan di daerah jakpus saya akan menginap disini lagi .,terbaik,-,"([-1], [0], ","(hotel, terbaik, "
1375,"walaupun harganya murah , tetapi kelasx bukan murahan . sangat recommended buat ini hotel .",sangat recommended,-,"([-1], [9, 10], ","(hotel, sangat recommended, "
1381,"lumayan lah , kamar besar , pelayanannya oke , cuma wifinya susah sambung , sarapan nya kurang bervariasi .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
1382,"bersih , nyaman . air panas nya saja yang belum ada .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1382,"bersih , nyaman . air panas nya saja yang belum ada .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
1386,"dapat kamarnya di pojok , kurang nyaman rasanya , tetapi pelayanan oke punya , hanya posisi kamar jangan di pojok .",kurang nyaman,-,"([-1], [5, 6], ","(hotel, kurang nyaman, "
1387,lumayan . cocok buat salesman . sayang tidak ada air panas dan wifi .,lumayan,-,"([-1], [0], ","(hotel, lumayan, "
1390,"pegawainya ramah , kamarnya bersih , nyaman , akses ke alunalun juga dekat , recomended banget pokoknya .",recomended banget,-,"([-1], [14, 15], ","(hotel, recomended banget, "
1400,"strategi , bersih , pelayanan baik , tempat makan dekat , cuma tidak ada gantungan pakaian .",strategi,-,"([-1], [0], ","(hotel, strategi, "
1400,"strategi , bersih , pelayanan baik , tempat makan dekat , cuma tidak ada gantungan pakaian .",bersih,-,"([-1], [2], ","(hotel, bersih, "
1413,"mantap , lumayan bersih , ada kulkasnya cuma kulkasnya kotor , cuma tetap saya masukkan minum tetapi ditutupin plastik , dekat tempat kuliner , dapat hadiah pemandangan gedung gedung tinggi : ) .",mantap,-,"([-1], [0], ","(hotel, mantap, "
1413,"mantap , lumayan bersih , ada kulkasnya cuma kulkasnya kotor , cuma tetap saya masukkan minum tetapi ditutupin plastik , dekat tempat kuliner , dapat hadiah pemandangan gedung gedung tinggi : ) .",lumayan bersih,-,"([-1], [2, 3], ","(hotel, lumayan bersih, "
1418,"sempit , aqua cma 1 botol , chiki tidak ada , sabun , pasta gigi , keset juga tidak ada .",sempit,-,"([-1], [0], ","(hotel, sempit, "
1422,"bersih , rapi , air panasnya mantap .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1422,"bersih , rapi , air panasnya mantap .",rapi,-,"([-1], [2], ","(hotel, rapi, "
1426,"kamar kurang bagus mungkin karena bangunan lama , toilet tidak bersih pintu toilet jasul banget , air keran netes terus , kurang bersih iya .",kurang bersih,-,"([-1], [21, 22], ","(hotel, kurang bersih, "
1433,tempatnya enak buat istirahat dan singgah untuk menginap harian . mantap .,mantap,-,"([-1], [10], ","(hotel, mantap, "
1435,"suka banget , kamarnya beesih , staf ramah dan helpful .",suka banget,-,"([-1], [0, 1], ","(hotel, suka banget, "
1448,cukup baik . cuma remote tv tidak berfungsi .,cukup baik,-,"([-1], [0, 1], ","(hotel, cukup baik, "
1452,nyaman enak tetapi wifi nya tidak lancar .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1452,nyaman enak tetapi wifi nya tidak lancar .,enak,-,"([-1], [1], ","(hotel, enak, "
1456,nyaman tetapi beberapa fasilitas perlu di update . terutama handuk mohon di ganti karena warnanya trlihat kotor dan ada lubang . perlu di tambahkan pengharum ruangan agar lebih memorable .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1458,suasana di sekitar sangat tenang . recomended banget .,recomended banget,-,"([-1], [6, 7], ","(hotel, recomended banget, "
1481,"pelayanan bagus , kamar bagus , keren lah pokoknya .",keren,-,"([-1], [6], ","(hotel, keren, "
1489,"snack airy tidak ada . bantal kecil airy tidak ada . kolam renang tidak bisa dipakai padahal tinggal di bandung cari staycation di bandung buat bisa main di kolam bareng anak , minta main sebentar saja tidak boleh karena ada persiapan wedding padahal weddingnya saja sore . kecewa parah . akhirnya checkout lebih awal biar bisa cari kolam renang di luar .",kecewa parah,-,"([-1], [47, 48], ","(hotel, kecewa parah, "
1494,ac dan kulkas nya dingin banged . ada air panas pula . recommended deh buat para traveller yang mencari penginapan murah . harga kaki 5 kualitas bintang 5 .,recommended,-,"([-1], [12], ","(hotel, recommended, "
1499,"kamarnya nyaman , fasilitas oke , recommended banget deh . terutama buat para traveller seperti kami . dengan adanya airy room semakin mudah , tidak perlu repot cari penginapan atw hotel . next time , kami pesan lagi .",recommended banget,-,"([-1], [6, 7], ","(hotel, recommended banget, "
1500,kamar luas dan lebih secure hanya saja kurang informatif .,kurang informatif,-,"([-1], [7, 8], ","(hotel, kurang informatif, "
1501,pelayanannya ramah . kalau ada kesempatan saya mau datang kesini dengan keluarga . recomended .,recomended,-,"([-1], [13], ","(hotel, recomended, "
1503,"harga murah meriah , kualitas dan fasilitas oke sedunia . mantap .",mantap,-,"([-1], [10], ","(hotel, mantap, "
1516,baik tetapi kebersihanya kurang .,baik,-,"([-1], [0], ","(hotel, baik, "
1517,"ramah , bagus murah , sarapan kurang mntap .",ramah,-,"([-1], [0], ","(hotel, ramah, "
1517,"ramah , bagus murah , sarapan kurang mntap .",bagus,-,"([-1], [2], ","(hotel, bagus, "
1517,"ramah , bagus murah , sarapan kurang mntap .",murah,-,"([-1], [3], ","(hotel, murah, "
1519,lengkap ada dispenser . kompor dan alat masak . memuaskan .,lengkap,-,"([-1], [0], ","(hotel, lengkap, "
1519,lengkap ada dispenser . kompor dan alat masak . memuaskan .,memuaskan,-,"([-1], [9], ","(hotel, memuaskan, "
1530,"kamar bersih . nyaman , dan fasilitas pelayanan cukup memuaskan . ketenangan dalam beristirahat sangat rekomended .",sangat rekomended,-,"([-1], [14, 15], ","(hotel, sangat rekomended, "
1531,nyaman . hanya kurang tempat sampah di dalam kamar .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1536,"kamar luas bersih dan staf nya ramah , dari hotelnya cukup puas , box mill ariy nya tidak ada kata pekerja hotel mereka suda email ke pusat ariy tetapi belum ada tanggapan dari ariy , tolong ariy direspon dengan cepat , jangan sampai penginap kecewa .",cukup puas,-,"([-1], [10, 11], ","(hotel, cukup puas, "
1546,baik cuma air menggenang di kamar mandi .,baik,-,"([-1], [0], ","(hotel, baik, "
1553,"bagus , nyaman , sangat dekat dengan stasiun kereta sawah besar . makanannya standar tetapi . siaran tv nya juga bisa di tambah seharusnya . staf ramah dan membantu . no deposit .",bagus,-,"([-1], [0], ","(hotel, bagus, "
1553,"bagus , nyaman , sangat dekat dengan stasiun kereta sawah besar . makanannya standar tetapi . siaran tv nya juga bisa di tambah seharusnya . staf ramah dan membantu . no deposit .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
1555,"bersih , rapi , pelayanan ramah . ada bonus snack lagi . he .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1555,"bersih , rapi , pelayanan ramah . ada bonus snack lagi . he .",rapi,-,"([-1], [2], ","(hotel, rapi, "
1563,"besrsih , nyaman dan penjaganya ramah .",besrsih,-,"([-1], [0], ","(hotel, besrsih, "
1563,"besrsih , nyaman dan penjaganya ramah .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
1564,"wenak rek , kamar mandinya bersih , tempat tidurnya rapi , dekat ayam geprek lagi : ) .",wenak rek,-,"([-1], [0, 1], ","(hotel, wenak rek, "
1567,"sangat baik , pelayanan ramah .",sangat baik,-,"([-1], [0, 1], ","(hotel, sangat baik, "
1571,"sangat berkesan karena pelayanan baik , komplit , plus bisa pesan makanan jadi tidak perlu jauh "" keluar .",sangat berkesan,-,"([-1], [0, 1], ","(hotel, sangat berkesan, "
1577,"bagus , bersih dan pelayanan baik .",bagus,-,"([-1], [0], ","(hotel, bagus, "
1577,"bagus , bersih dan pelayanan baik .",bersih,-,"([-1], [2], ","(hotel, bersih, "
1578,"baik , pelayanan baik tetapi sayang tidak ada bantal dan makanan seperti yang tercantum di airy rooms .",baik,-,"([-1], [0], ","(hotel, baik, "
1581,sangat nyaman terima kasih pegawainya ramah bersih dan dekat kemana mana pokonya betah .,sangat nyaman,-,"([-1], [0, 1], ","(hotel, sangat nyaman, "
1581,sangat nyaman terima kasih pegawainya ramah bersih dan dekat kemana mana pokonya betah .,bersih,-,"([-1], [6], ","(hotel, bersih, "
1587,murah sih tetapi kamarnya ada yang bocor dan perabotan kotor .,murah,-,"([-1], [0], ","(hotel, murah, "
1589,"banyak furniture tidak jauh dari pusat kota , lobi bawah banyak kuliner , lengkap walau tidak ada air panas untuk shower nya tetapi overall oke lah dengan harga segitu ) .",lengkap,-,"([-1], [13], ","(hotel, lengkap, "
1598,"sangat baik sekali , suasana tenang , tempatnya bersih , kamar tidur empuk , ac dingin , kamar mandi bersih , harga sangat terjangkau , lokasi ditengah kota . sangat puas , recomended sekali !",sangat baik sekali,-,"([-1], [0, 1, 2], ","(hotel, sangat baik sekali, "
1598,"sangat baik sekali , suasana tenang , tempatnya bersih , kamar tidur empuk , ac dingin , kamar mandi bersih , harga sangat terjangkau , lokasi ditengah kota . sangat puas , recomended sekali !",sangat puas,-,"([-1], [29, 30], ","(hotel, sangat puas, "
1598,"sangat baik sekali , suasana tenang , tempatnya bersih , kamar tidur empuk , ac dingin , kamar mandi bersih , harga sangat terjangkau , lokasi ditengah kota . sangat puas , recomended sekali !",recomended sekali,-,"([-1], [32, 33], ","(hotel, recomended sekali, "
1599,mudah akses kemanakemana . nyaman .,nyaman,-,"([-1], [4], ","(hotel, nyaman, "
1600,kurang bersih . tidak dapat sandal . resepsionis suka ngerokok .,kurang bersih,-,"([-1], [0, 1], ","(hotel, kurang bersih, "
1609,"oke , murah , bersih good kalau ke jogja akan menginap disini lagi , cuma kolam renang terpisah .",oke,-,"([-1], [0], ","(hotel, oke, "
1609,"oke , murah , bersih good kalau ke jogja akan menginap disini lagi , cuma kolam renang terpisah .",murah,-,"([-1], [2], ","(hotel, murah, "
1609,"oke , murah , bersih good kalau ke jogja akan menginap disini lagi , cuma kolam renang terpisah .",bersih,-,"([-1], [4], ","(hotel, bersih, "
1609,"oke , murah , bersih good kalau ke jogja akan menginap disini lagi , cuma kolam renang terpisah .",good,-,"([-1], [5], ","(hotel, good, "
1619,"cocok buat yang ingin bacpacker suasananya nyaman , kamar juga luas dan bersih . tempat juga strategi .",cocok,-,"([-1], [0], ","(hotel, cocok, "
1620,"sangat nyaman , bersih dan lokasinya strategis .",sangat nyaman,-,"([-1], [0, 1], ","(hotel, sangat nyaman, "
1620,"sangat nyaman , bersih dan lokasinya strategis .",bersih,-,"([-1], [3], ","(hotel, bersih, "
1626,"dekat kemanakemana bersih . semua berfungsi dengan baik . mas nya ramah . paling toiletries nya seperti sudah lama . oya , minta tolong tambahkan selimut yang tipis tidak apaapa karena biar lebih nyaman lagi .",bersih,-,"([-1], [2], ","(hotel, bersih, "
1633,"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",sangat buruk,-,"([-1], [0, 1], ","(hotel, sangat buruk, "
1634,"kurang memuaskan , biasa saja , bau , kotor handuknya .",kurang memuaskan,-,"([-1], [0, 1], ","(hotel, kurang memuaskan, "
1634,"kurang memuaskan , biasa saja , bau , kotor handuknya .",biasa,-,"([-1], [3], ","(hotel, biasa, "
1634,"kurang memuaskan , biasa saja , bau , kotor handuknya .",bau,-,"([-1], [6], ","(hotel, bau, "
1637,"nyaman , murah , fasilitas cukup lengkap .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1637,"nyaman , murah , fasilitas cukup lengkap .",murah,-,"([-1], [2], ","(hotel, murah, "
1641,parah . kamar mandi tidak ada air sama sekali . terpaksa tidak mandi . mau berak terpaksa beli air mineral buat cebok saja . keluhan ke pihak penginapan jawaban mereka cuma maaf tanpa kasih solusi apapubn .,parah,-,"([-1], [0], ","(hotel, parah, "
1647,"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",tidak nyesal,-,"([-1], [7, 8], ","(hotel, tidak nyesal, "
1652,"nyaman , bersih , peyanan baik . fasilitas oke .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1652,"nyaman , bersih , peyanan baik . fasilitas oke .",bersih,-,"([-1], [2], ","(hotel, bersih, "
1657,"bersih , asri dan nyaman , tersedia mie instant , teh , kopi gratis setiap saat . penjaganya juga ramah . terimakasih airy .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1657,"bersih , asri dan nyaman , tersedia mie instant , teh , kopi gratis setiap saat . penjaganya juga ramah . terimakasih airy .",asri,-,"([-1], [2], ","(hotel, asri, "
1657,"bersih , asri dan nyaman , tersedia mie instant , teh , kopi gratis setiap saat . penjaganya juga ramah . terimakasih airy .",nyaman,-,"([-1], [4], ","(hotel, nyaman, "
1665,"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",nyaman,-,"([-1], [15], ","(hotel, nyaman, "
1666,"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kurang luas,-,"([-1], [21, 22], ","(hotel, kurang luas, "
1672,"baik . kamar bersih , ac dingin .",baik,-,"([-1], [0], ","(hotel, baik, "
1678,"pada awal saya masuk kamar bau rokok . kemudian saya masuk kamar mandi , di toilet nya ada tinja yang muncul mungkin tersumbat salurannya sehingga naik ke atas . akhirnya saya flash dan bau sekali . kemudian saya menyalakan tv , tetapi tv tidak keluar gambar .",bau sekali,-,"([-1], [33, 34], ","(hotel, bau sekali, "
1690,"tisu toilet tidak ada , untuk yang lainlainnya lumayan bagus .",lumayan bagus,-,"([-1], [8, 9], ","(hotel, lumayan bagus, "
1692,"nyaman , ac dingin , pelayanan oke .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1693,cukup memuaskan dengan harga yang sangat terjangkau .,cukup memuaskan,-,"([-1], [0, 1], ","(hotel, cukup memuaskan, "
1694,"sangat mengecewakan . diberikan room yang lembab , kurang baik dari room lainnya , pembuangan air di kamar mandi tidak lancar , tidak ada sinyal . terletak di daerah yang strategis , pusat kota .",sangat mengecewakan,-,"([-1], [0, 1], ","(hotel, sangat mengecewakan, "
1698,"suka banget tetapi tolong alat mandinya di lengkapi lagi karena cuma tersedia handuk saja , dan handuknya juga kurang bersih . tetapi selebihnya suka banget , cocok lah recommended untuk yang ingin singgah .",suka banget,-,"([-1], [0, 1], ","(hotel, suka banget, "
1698,"suka banget tetapi tolong alat mandinya di lengkapi lagi karena cuma tersedia handuk saja , dan handuknya juga kurang bersih . tetapi selebihnya suka banget , cocok lah recommended untuk yang ingin singgah .",recommended,-,"([-1], [28], ","(hotel, recommended, "
1701,hotel ini sangat parah pelayanannya . tidak dikasih handuk . seprai kasur tidak di ganti dan harus kita tegor terus setiap harinya agar diganti . kemudian owner hotel tersebut tidak ramah dan tidak sopan . saya book 3 kamar disana . sungguh sangat kecewa . tolong pihak airy hotel survey langsung dan menindaklanjuti karena ini merusak citra dan nama airy sendiri . terima kasih .,sangat kecewa,-,"([-1], [42, 43], ","(hotel, sangat kecewa, "
1706,strategis . sayang kebersihan tempat tidur kurang . selebihnya sesuai harga .,strategis,-,"([-1], [0], ","(hotel, strategis, "
1710,"kamar sempit , air di kamar mandi tidak keluar dari maghrib sampai tengah malam smpesmpe tidak bisa gosok gigi sbelum tidur , sangat mengecewakan .",sangat mengecewakan,-,"([-1], [22, 23], ","(hotel, sangat mengecewakan, "
1716,"strategis , nyaman . tetapi dapat lantai 5 tidak ada lift . jadi lumayan naikturunnya .",strategis,-,"([-1], [0], ","(hotel, strategis, "
1716,"strategis , nyaman . tetapi dapat lantai 5 tidak ada lift . jadi lumayan naikturunnya .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
1719,"kotor , tidak ada air , jorok , tidak nyaman .",kotor,-,"([-1], [0], ","(hotel, kotor, "
1719,"kotor , tidak ada air , jorok , tidak nyaman .",jorok,-,"([-1], [6], ","(hotel, jorok, "
1719,"kotor , tidak ada air , jorok , tidak nyaman .",tidak nyaman,-,"([-1], [8, 9], ","(hotel, tidak nyaman, "
1737,"alhamdulillah cukup puas , roof top nya keren , makanan di restonya enak . air hangat untuk mandi tidak berfungsi .",cukup puas,-,"([-1], [1, 2], ","(hotel, cukup puas, "
1746,"kamarnya luas , kamar mandi juga bersih , serta lokasi mudah ditemukan , dan dekat kemana saja . suasananya juga enak buat istirahat . cuma satu meskipun sudah bersih tetapi masih ada kecoak , so far good .",bersih,-,"([-1], [28], ","(hotel, bersih, "
1746,"kamarnya luas , kamar mandi juga bersih , serta lokasi mudah ditemukan , dan dekat kemana saja . suasananya juga enak buat istirahat . cuma satu meskipun sudah bersih tetapi masih ada kecoak , so far good .",ada kecoak,-,"([-1], [31, 32], ","(hotel, ada kecoak, "
1752,"bagus , fasilitas sesuai dengan yang di gambar . pelayanannya memuaskan . rekomendasi untuk yang mau me .",bagus,-,"([-1], [0], ","(hotel, bagus, "
1753,"dekat dengan metro , cocok buat pedagang yang mau belanja ke tanah abang , bersih , menurut saya sih semua oke .",bersih,-,"([-1], [14], ","(hotel, bersih, "
1763,mantap . ac harus diperbaiki .,mantap,-,"([-1], [0], ","(hotel, mantap, "
1765,baik untuk hari ke 2 sayang hari 1 diberikan kamar yang kurang oke . tetapi bagus dan sudah beberapa kali menginap disini .,baik,-,"([-1], [0], ","(hotel, baik, "
1765,baik untuk hari ke 2 sayang hari 1 diberikan kamar yang kurang oke . tetapi bagus dan sudah beberapa kali menginap disini .,bagus,-,"([-1], [15], ","(hotel, bagus, "
1768,"memuaskan . makanan enak , pelayanan bagus . thank untuk airyroom .",memuaskan,-,"([-1], [0], ","(hotel, memuaskan, "
1773,"tidak dikelola dengan baik , kamar mandi air tergenang dan ada nyamuk .",tidak dikelola dengan baik,-,"([-1], [0, 1, 2, 3], ","(hotel, tidak dikelola dengan baik, "
1778,nyaman hanya kurang keran air untuk wudhu .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1784,ramah dan lokasi yang strategis .,ramah,-,"([-1], [0], ","(hotel, ramah, "
1792,"sangat merekomendasikan , tempatnya memuaskan .",sangat merekomendasikan,-,"([-1], [0, 1], ","(hotel, sangat merekomendasikan, "
1800,bagus bersih wifi lambat handuk bau itu saja yang di benahi selebihnya nyaman saja .,bagus,-,"([-1], [0], ","(hotel, bagus, "
1800,bagus bersih wifi lambat handuk bau itu saja yang di benahi selebihnya nyaman saja .,bersih,-,"([-1], [1], ","(hotel, bersih, "
1802,"lumayan . cuma tidak ada kesed , sama sandal .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
1806,"nyaman , bersih dan penjaga yang ramah .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1806,"nyaman , bersih dan penjaga yang ramah .",bersih,-,"([-1], [2], ","(hotel, bersih, "
1811,"menyenangkan , hanya saja tempat tidurnya mungkin sudah lama jadi kasurnya agak turun kebawah begitu . overall good lah iya .",menyenangkan,-,"([-1], [0], ","(hotel, menyenangkan, "
1815,"staf ramah , pelayanan memuaskan , kamar dan toilet bersih dan bagus . sangat direkomendasi . sarapan cuma ada 3 menu , nasi goreng , mie goreng dan omelet . sarapan ditingkatkan lagi . thank you airy dan premium hotel .",sangat direkomendasi,-,"([-1], [13, 14], ","(hotel, sangat direkomendasi, "
1817,"tempatnya bersih , nyaman , pemiliknya ramah , rekomen banget . dekat dari stasiun . senen juga .",rekomen banget,-,"([-1], [8, 9], ","(hotel, rekomen banget, "
1819,tempatnya nyaman dan pegawainya ramah . rekom banget buat yang inap disana .,rekom banget,-,"([-1], [6, 7], ","(hotel, rekom banget, "
1830,"cuma ada beberapa masukan . 1 . jika malam banyak nyamuk , mungkin karena depan nya tempat sampah . 2 . kurang nya gantungan baju . 3 . tidak ada air panas , meskipun ini jakarta , tetap harus ada air panas , saya yang pulang malam jam 12 terpaksa mandi air dingin . 4 . sisanya oke , kamar bersih , pelayanan oke .",banyak nyamuk,-,"([-1], [9, 10], ","(hotel, banyak nyamuk, "
1834,"bersih , pelayanan ramah dan memuaskan .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1845,nyaman dan pelayanan sangat bagus .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1849,lumayan nyaman . cuma kamar nya agak sempit . tetapi good lah untuk sesekali .,lumayan nyaman,-,"([-1], [0, 1], ","(hotel, lumayan nyaman, "
1855,"saya baru pertama kali pakai airy room dan agak kecewa sekali , tolong iya mbak nya gausah galak begitu , pelayanannya kurang baik .",agak kecewa sekali,-,"([-1], [8, 9, 10], ","(hotel, agak kecewa sekali, "
1862,bagus dan pelayanan memuaskan .,bagus,-,"([-1], [0], ","(hotel, bagus, "
1864,bersih dan lokasi bagus .,bersih,-,"([-1], [0], ","(hotel, bersih, "
1865,baguss pelayanan oke . tempat parkir juga disediakan walau sering ramai mobil parkir . dapat sarapan nasi ayam makanan khas semarang . bakal balik menginap sini lagi .,baguss,-,"([-1], [0], ","(hotel, baguss, "
1870,letaknya strategis . ruangan bersih . keperluan mandi tersedia . ada makanan kecil untuk tamu . overall sangat memuaskan . recommended .,recommended,-,"([-1], [20], ","(hotel, recommended, "
1875,"lumayan yang penting bisa buat istirahat , cuma kamar mandinya masih kurang bersih .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
1877,"sangat memuaskan , pelayanannya sangat ramah , buat betah kamarnya .",sangat memuaskan,-,"([-1], [0, 1], ","(hotel, sangat memuaskan, "
1890,kamar tidak seperti biasanya atau standar airy karena tidak ada hiasan di tempat tdr dan snack handuk 4x ditelp baru diantar .,standar airy,-,"([-1], [5, 6], ","(hotel, standar airy, "
1893,"terlalu seram dan resepsionis tidak tanggap , ditelepon tidak pernah diangkat .",terlalu seram,-,"([-1], [0, 1], ","(hotel, terlalu seram, "
1896,murahh tetapi pelayanan selalu oke . airy seringsering kasi kupon diskon iya .,murahh,-,"([-1], [0], ","(hotel, murahh, "
